
29208; "COMPANHIA DE PESQUISA DE RECURSOS MINERAIS"   
39001; "COMPANHIA DOCAS DA BAHIA"                     
39813; "COMPANHIA DOCAS DO CEARá"                     
39817; "COMPANHIA DOCAS DO ESPIRITO SANTO"            
39812; "COMPANHIA DOCAS DO ESTADO DA BAHIA"           
39816; "COMPANHIA DOCAS DO ESTADO DE SAO PAULO"       
39004; "COMPANHIA DOCAS DO MARANHAO"                  
39814; "COMPANHIA DOCAS DO PARA - CDP"                
39811; "COMPANHIA DOCAS DO RIO DE JANEIRO"            
39007; "COMPANHIA DOCAS DO RIO GRANDE DO NORTE"       
39815; "COMPANHIA DOCAS DO RIO GRANDE DO NORTE-CODERN"
22211; "COMPANHIA NACIONAL DE ABASTECIMENTO"          
39005; "CONPAHIA DOCAS DO PARÁ"                       
38683; "CONS REG DE CORRET DE IMOVEIS 6ª REG"         
38609; "CONS REG DE CORRET DE MÓVEIS DA 2ª REGIÃO"    
38644; "CONS REG DE FIS E TERAPIA OCUP DA 8ª REGIÃO"  
38670; "CONS. REG DOS REP. COMERCIAIS DE SC"          
38709; "CONS. REG. DE CORRETORES DE IMOVEIS 3 REG"    
38527; "CONS. REG. DE CORRETORES DE IMOVEIS DE MG"    
38563; "CONS. REG. DE ENFERMAGEM  MATO GROSSO DO SUL" 
38680; "CONS. REG. DE FARMÁCIAS DO ESTADO DE ALAGOAS" 
38575; "CONS. REG. DE FIS. E TERAPIA OC. DA 6ªREGIÃO" 
38557; "CONS. REG. DE REPRESENTANTES DO ESTADO DO RS" 
38679; "CONS. REG. DOS REP. COMERCIAIS DO RJ"         
38696; "CONS. REG. DOS REPRES. COM. NO ESTADO DE SE"  
38705; "CONS. REG. REPRESENTANTES COMERCIAIS - MT"    
38529; "CONS.REG.DE ENGª ARQ. E AGRONOMIA D AMAPA"    
38650; "CONS.REG.DE FIS.E TERAPIA OCUP.DA 13ª RG"     
30211; "CONSELHO ADMINISTRATIVO DE DEFESA ECONOMICA"  
38554; "CONSELHO ARQUITETURA E URBANISMO DO AMAPÁ"    
38537; "CONSELHO DE ARQ. E URB. DO DISTRITO FEDERAL"  
38543; "CONSELHO DE ARQ. E URBANISMO DO ACRE"         
38540; "CONSELHO DE ARQT E URBANISMO DO BRASIL"       
38642; "CONSELHO DE ARQUI8TETURA E URBANISMO DE SC"   
38654; "CONSELHO DE ARQUITETURA E URBANISMO DE MG"    
38678; "CONSELHO DE ARQUITETURA E URBANISMO DE RO"    
38553; "CONSELHO DE ARQUITETURA E URBANISMO DE SP"    
38559; "CONSELHO DE ARQUITETURA E URBANISMO DO PARA"  
38641; "CONSELHO DE ARQUITETURA E URBANISMO DO RS"    
38703; "CONSELHO DE ARQUITETURA E URBANISMOS - RN"    
38690; "CONSELHO DOS REP. COM. NO EST. DE SP"         
38686; "CONSELHO DOS REP.COMERCIAIS NO ESTADO DO PARá"
38676; "CONSELHO FED. DOS REPRESENTANTES COMERCIAIS"  
38586; "CONSELHO FEDERAL DE ADMINISTRAÇÃO DF"         
38500; "CONSELHO FEDERAL DE CONTABILIDADE"            
38689; "CONSELHO FEDERAL DE CORRETORES DE IMÓVEIS"    
38526; "CONSELHO FEDERAL DE ECONOMIA"                 
38531; "CONSELHO FEDERAL DE ENGENHARIA E AGRONOMIA"   
38671; "CONSELHO FEDERAL DE FONOAUDIOLOGIA 8A. REG"   
38530; "CONSELHO FEDERAL DE MEDICINA"                 
38552; "CONSELHO FEDERAL DE NUTRICIONISTAS"           
38661; "CONSELHO FEDERAL DE ODONTOLOGIA"              
38698; "CONSELHO FEDERAL DE PSICOLOGIA"               
38532; "CONSELHO FEDERAL DE QUIMICA"                  
20501; "CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO" 
17000; "CONSELHO NACIONAL DE JUSTICA"                 
38545; "CONSELHO NACIONAL DE TECNOLOGIA EM RADIOLOGIA"
59000; "CONSELHO NACIONAL DO MINISTÉRIO PÚBLICO"      
38614; "CONSELHO REG DE ENFERMAGEM DE SÃO PAULO"      
38612; "CONSELHO REG DE ENFERNAGEM DO PARANÁ"         
38653; "CONSELHO REG DE ENGENHARIA E AGRONOMIA DA PB" 
38682; "CONSELHO REG DE FONOAUDIOLOGIA DA 5ª REGIÃO"  
38602; "CONSELHO REG DE MEDICINA VETERINÁRIA DE SP"   
38707; "CONSELHO REG DE SERVIÇO SOCIAL 8 REGIÃO"      
38665; "CONSELHO REG DOS REPRESENTANTES COMERCIAIS"   
38581; "CONSELHO REG ENG. E AGRONOMIA DO TOCANTINS"   
38693; "CONSELHO REG. DE ADM. DO RIO GRANDE DO NORTE" 
38560; "CONSELHO REG. DE CONTABILIDADE DE RONDONIA"   
38659; "CONSELHO REG. DE CONTABILIDE DO AMAZONAS"     
38562; "CONSELHO REG. DE ECONOMIA DA 25A REGIAO TO"   
38610; "CONSELHO REG. DE ENFERMAGEM DE ALAGOAS"       
38623; "CONSELHO REG. DE ENG. ARQ. E AGRON. DO AM"    
38622; "CONSELHO REG. DE ENG.ARQ. E AGRON. DO PARA"   
38662; "CONSELHO REG. DE ENGENHARIA E AGRONOMIA DO RS"
38582; "CONSELHO REG. DE ENGENHARIA E AGRONOMIA PE"   
38649; "CONSELHO REG. DE ENGENHARIA E AGRONOMIA RN"   
38626; "CONSELHO REG. DE FARMACIA DE MINAS GERAIS"    
38544; "CONSELHO REG. DE FARMACIA DE SANTA CATARINA"  
38629; "CONSELHO REG. DE FARMACIA DO RIO DE JANEIRO"  
38528; "CONSELHO REG. DE FARMÁCIA EST. DE SAO PAULO"  
38596; "CONSELHO REG. DE MEDICINA DE PERNAMBUCO"      
38600; "CONSELHO REG. DE MEDICINA DO ESTADO DA PB"    
38598; "CONSELHO REG. DE MEDICINA DO ESTADO DE SC"    
38597; "CONSELHO REG. DE MEDICINA DO ESTADO DO RJ"    
38599; "CONSELHO REG. DE MEDICINA DO ESTADO DO TO"    
38603; "CONSELHO REG. DE MEDICINA VET. DA 12ª REGIÃO" 
38601; "CONSELHO REG. DE MEDICINA VETERINÁRIA DE SC"  
38604; "CONSELHO REG. DE NUTRICIONISTAS DA 3ª REGIÃO" 
38605; "CONSELHO REG. DE NUTRICIONISTAS DA 6ª REGIÃO" 
38658; "CONSELHO REG. DOS REP. COMERCIAIS PARANÁ"     
38695; "CONSELHO REG. DOS REPRES. COMERCIAIS NO MA"   
38687; "CONSELHO REG. DOS REPRESENT. COMERCIAIS DO DF"
38651; "CONSELHO REG. EDUCAÇÃO FISICA 12ª REGIÃO"     
38583; "CONSELHO REG. ENG. E AGRONOMIA RO"            
38578; "CONSELHO REG. ENG. E AGRONOMINA DE MG"        
38577; "CONSELHO REG. ENGENHARIA E AGRONOMIA DO PR"   
38579; "CONSELHO REG. ENGENHARIA E AGRONOMIA DO RJ"   
38580; "CONSELHO REG. ENGENHARIA E AGRONOMINA DO RJ"  
38584; "CONSELHO REG. FISIO. TERAPIA OCUPACIONAL"     
38593; "CONSELHO REG. FONOAUDIOLOGIA 3 REGIÃO"        
38668; "CONSELHO REG. REP. COMERCIAIS"                
38716; "CONSELHO REG. TEC. RADIOLOGIA 6º REGIÃO"      
38646; "CONSELHO REG.DE ADMINISTRAÇÃO DE TOCANTINS"   
38637; "CONSELHO REG.DE ENFERMAGEM DE STA CATARINA"   
38691; "CONSELHO REG.DE ENG. ARQ. E AGRON. DO DF"     
38619; "CONSELHO REG.DE ENG.ARQ.E AGRON. DE GOIAS"    
38620; "CONSELHO REG.DE ENG.ARQ.E AGRON. DE S.PAULO"  
38618; "CONSELHO REG.DE ENG.ARQ.E AGRON. DO CEARA"    
38621; "CONSELHO REG.DE ENG.ARQ.E AGRON.DO M.GROSSO"  
38652; "CONSELHO REG.DE QUIMICA 20ª REGIÃO"           
38573; "CONSELHO REGIONAL DE ADMINISTRAÇÃO"           
38702; "CONSELHO REGIONAL DE ADMINISTRAÇÃO - MT"      
38587; "CONSELHO REGIONAL DE ADMINISTRAÇÃO BA"        
38558; "CONSELHO REGIONAL DE ADMINISTRAÇÃO DE GOIAS"  
38655; "CONSELHO REGIONAL DE ADMINISTRAÇÃO DE RO"     
38538; "CONSELHO REGIONAL DE ADMINISTRACAO DE RORAIMA"
38588; "CONSELHO REGIONAL DE ADMINISTRAÇÃO DF"        
38677; "CONSELHO REGIONAL DE ADMINISTRAÇÃO DO ACRE"   
38656; "CONSELHO REGIONAL DE ADMINISTRAÇÃO DO AMAPÁ"  
38589; "CONSELHO REGIONAL DE ADMINISTRAÇÃO DO ES"     
38590; "CONSELHO REGIONAL DE ADMINISTRAÇÃO DO PR"     
38591; "CONSELHO REGIONAL DE ADMINISTRAÇÃO DO RJ"     
38718; "CONSELHO REGIONAL DE ADMINISTRAÇÃO MG"        
38592; "CONSELHO REGIONAL DE ADMINISTRAÇÃO SC"        
38639; "CONSELHO REGIONAL DE BIBLIOTECONOMIA 1ª REG."
38672; "CONSELHO REGIONAL DE BIOLIGIA 4º REGIÃO"      
38585; "CONSELHO REGIONAL DE BIOLOGIA 1 REGIÃO"       
38715; "CONSELHO REGIONAL DE CONTABILIDADE"           
38634; "CONSELHO REGIONAL DE CONTABILIDADE DE SC"     
38566; "CONSELHO REGIONAL DE CONTABILIDADE DO CEARÁ"  
38706; "CONSELHO REGIONAL DE CONTABILIDADE PB"        
38501; "CONSELHO REGIONAL DE CONTABILIDADE-AL"        
38502; "CONSELHO REGIONAL DE CONTABILIDADE-AM"        
38524; "CONSELHO REGIONAL DE CONTABILIDADE-AP"        
38503; "CONSELHO REGIONAL DE CONTABILIDADE-BA"        
38504; "CONSELHO REGIONAL DE CONTABILIDADE-CE"        
38505; "CONSELHO REGIONAL DE CONTABILIDADE-DF"        
38506; "CONSELHO REGIONAL DE CONTABILIDADE-ES"        
38507; "CONSELHO REGIONAL DE CONTABILIDADE-GO"        
38508; "CONSELHO REGIONAL DE CONTABILIDADE-MA"        
38510; "CONSELHO REGIONAL DE CONTABILIDADE-MG"        
38522; "CONSELHO REGIONAL DE CONTABILIDADE-MS"        
38509; "CONSELHO REGIONAL DE CONTABILIDADE-MT"        
38511; "CONSELHO REGIONAL DE CONTABILIDADE-PA"        
38512; "CONSELHO REGIONAL DE CONTABILIDADE-PB"        
38514; "CONSELHO REGIONAL DE CONTABILIDADE-PE"        
38515; "CONSELHO REGIONAL DE CONTABILIDADE-PI"        
38513; "CONSELHO REGIONAL DE CONTABILIDADE-PR"        
38518; "CONSELHO REGIONAL DE CONTABILIDADE-RJ"        
38516; "CONSELHO REGIONAL DE CONTABILIDADE-RN"        
38523; "CONSELHO REGIONAL DE CONTABILIDADE-RO"        
38517; "CONSELHO REGIONAL DE CONTABILIDADE-RS"        
38519; "CONSELHO REGIONAL DE CONTABILIDADE-SC"        
38521; "CONSELHO REGIONAL DE CONTABILIDADE-SE"        
38520; "CONSELHO REGIONAL DE CONTABILIDADE-SP"        
38525; "CONSELHO REGIONAL DE CONTABILIDADE-TO"        
38645; "CONSELHO REGIONAL DE CORRETORES DE IMOVEIS 8ª"
38616; "CONSELHO REGIONAL DE ECONOMIA 1A REGIAO_RJ"   
38617; "CONSELHO REGIONAL DE ECONOMIA 2A REGIAO SP"   
38647; "CONSELHO REGIONAL DE ECONOMIA DA 10ª REGIÃO"  
38539; "CONSELHO REGIONAL DE EDUC. FÍSICA/14ª REGIÃO" 
38712; "CONSELHO REGIONAL DE EDUCAÇÃO FISICA 15 REG"  
38555; "CONSELHO REGIONAL DE ENFERMAGEM"              
38565; "CONSELHO REGIONAL DE ENFERMAGEM - ES"         
38664; "CONSELHO REGIONAL DE ENFERMAGEM - PI"         
38673; "CONSELHO REGIONAL DE ENFERMAGEM - RR"         
38551; "CONSELHO REGIONAL DE ENFERMAGEM DA PARAIBA"   
38700; "CONSELHO REGIONAL DE ENFERMAGEM DE GOIÁS"     
38636; "CONSELHO REGIONAL DE ENFERMAGEM DE MG"        
38613; "CONSELHO REGIONAL DE ENFERMAGEM DE SERGIPE"   
38615; "CONSELHO REGIONAL DE ENFERMAGEM DO AMAPÁ"     
38638; "CONSELHO REGIONAL DE ENFERMAGEM DO AMAZONAS"  
38611; "CONSELHO REGIONAL DE ENFERMAGEM DO DF"        
38550; "CONSELHO REGIONAL DE ENFERMAGEM-RN"           
38568; "CONSELHO REGIONAL DE ENFERMANGEM DO CEARA"    
38576; "CONSELHO REGIONAL DE ENGENHARIA E AGRONOMIA"  
38548; "CONSELHO REGIONAL DE FAMÁCIA - MS"            
38625; "CONSELHO REGIONAL DE FAMARCIA ESPIRITO SANTO" 
26446; "CONSELHO REGIONAL DE FARMÁCIA"                
38627; "CONSELHO REGIONAL DE FARMACIA DA PARAIBA"     
38701; "CONSELHO REGIONAL DE FARMÁCIA DE PE"          
38624; "CONSELHO REGIONAL DE FARMACIA DO CEARA"       
38567; "CONSELHO REGIONAL DE FARMÁCIA DO ESTADO DE RO"
38570; "CONSELHO REGIONAL DE FARMÁCIA DO ESTADO DO MT"
38549; "CONSELHO REGIONAL DE FARMÁCIA DO ESTADO PARA" 
38628; "CONSELHO REGIONAL DE FARMACIA DO PARANA"      
38717; "CONSELHO REGIONAL DE MEDICINA"                
38546; "CONSELHO REGIONAL DE MEDICINA - MT"           
38692; "CONSELHO REGIONAL DE MEDICINA - RN"           
38711; "CONSELHO REGIONAL DE MEDICINA - RR"           
38594; "CONSELHO REGIONAL DE MEDICINA AL"             
38595; "CONSELHO REGIONAL DE MEDICINA CE"             
38547; "CONSELHO REGIONAL DE MEDICINA DA PARAÍBA"     
38643; "CONSELHO REGIONAL DE MEDICINA DE SÃO PAULO"   
38564; "CONSELHO REGIONAL DE MEDICINA DE TOCANTINS"   
38674; "CONSELHO REGIONAL DE MEDICINA DO ESTADO DO ES"
38675; "CONSELHO REGIONAL DE MEDICINA DO PARANÁ"      
38667; "CONSELHO REGIONAL DE MEDICINA DO SERGIPE"     
38714; "CONSELHO REGIONAL DE MEDICINA EST DO MARANHAO"
38574; "CONSELHO REGIONAL DE MEDICINA VETERINARIA"    
38632; "CONSELHO REGIONAL DE MEDICINA VETERINARIA DF" 
38569; "CONSELHO REGIONAL DE MEDICINA VETERINARIA RJ" 
38648; "CONSELHO REGIONAL DE MEDICINA VETERINARIO GO" 
38669; "CONSELHO REGIONAL DE NUTRICIONISTA 4REGIÃO"   
38635; "CONSELHO REGIONAL DE NUTRICIONISTAS DA 9ª RG" 
38561; "CONSELHO REGIONAL DE NUTRICIONISTAS/7A REGIÃO"
38630; "CONSELHO REGIONAL DE ODONTOLOGIA DA BAHIA"    
38694; "CONSELHO REGIONAL DE ODONTOLOGIA DE ALAGOAS"  
38660; "CONSELHO REGIONAL DE ODONTOLOGIA DE GOIAS"    
38606; "CONSELHO REGIONAL DE ODONTOLOGIA DE MG"       
38666; "CONSELHO REGIONAL DE ODONTOLOGIA DE SÃO PAULO"
38607; "CONSELHO REGIONAL DE ODONTOLOGIA DO PARANÁ"   
38708; "CONSELHO REGIONAL DE ODONTOLOGIA S.CATARINA"  
38633; "CONSELHO REGIONAL DE PSICOLOGIA 16ª REGIÃO ES"
38657; "CONSELHO REGIONAL DE PSICOLOGIA DA 20º REGIAO"
38684; "CONSELHO REGIONAL DE PSICOLOGIA DA 4ª REGIÃO" 
38699; "CONSELHO REGIONAL DE PSICOLOGIA DA 9ª REGIÃO" 
38640; "CONSELHO REGIONAL DE QUIMICA DA 18ª REGIÃO"   
38685; "CONSELHO REGIONAL DE QUíMICA DA 7ª REGIãO"    
38608; "CONSELHO REGIONAL DE QUIMICA DA 9ª REGIÃO"    
38713; "CONSELHO REGIONAL DE QUIMICA IV REGIÃO"       
38631; "CONSELHO REGIONAL DE SERV.SOCIAL DA 9A REGIAO"
38556; "CONSELHO REGIONAL DE SERVIÇO SOCIAL - BA"     
38681; "CONSELHO REGIONAL DOS REP. CAMERCIAIS"        
38704; "CONSELHO REGIONAL DOS REP. COMERCIAIS DO AM"  
20106; "CONSULTORIA GERAL DA REPUBLICA"               
32992; "CONTA DE DESENVOLV. ENERGETICO/ELETROBRAS"    
20125; "CONTROLADORIA-GERAL DA UNIAO"                 
38542; "CORREGEDORIA GERAL DA JUSTIçA"                
91083; "CVRD - HOLDING"                               
29101; "DEFENSORIA PUBLICA DA UNIAO"                  
38803; "DELEGACIA REGIONAL DO TRABALHO/SAO PAULO/MTE" 
53801; "DEPARTAMENTO DE GESTAO INTERNA/MI"            
30108; "DEPARTAMENTO DE POLICIA FEDERAL"              
30801; "DEPARTAMENTO DE POLICIA FEDERAL/MJ"           
30802; "DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL/MJ"
53802; "DEPARTAMENTO GESTAO DOS FUNDOS DE INVESTIMENT"
22204; "DEPARTAMENTO NAC.DE OBRAS CONTRA AS SECAS"    
29201; "DEPARTAMENTO NACIONAL DE ESTRADAS DE RODAGEM" 
80203; "DEPARTAMENTO NACIONAL DE OBRAS DE SANEAMENTO" 
32263; "DEPARTAMENTO NACIONAL DE PRODUCAO MINERAL"    
39252; "DEPTO. NAC. DE INFRA-ESTRUTURA DE TRANSPORTES"
42801; "DIRETORIA DE GESTAO INTERNA/MINC"             
97400; "DISTRITO FEDERAL"                             
22208; "EMBRAPA"                                      
29203; "EMP. BRAS. DE PLANEJ. E TRANSP.-EM LIQUIDACAO"
80210; "EMPRESA BRAS.DE ASSISTENCIA TEC.E EXT.RURAL"  
52212; "EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTUARIA"
20213; "EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTUÁRIA"
20415; "EMPRESA BRASIL DE COMUNICAÇÃO"                
49280; "EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS"  
22202; "EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA"  
26443; "EMPRESA BRASILEIRA DE SERVIÇOS HOSPITALARES"  
29204; "EMPRESA DE NAVEGACAO DA AMAZONIA S/A"         
32314; "EMPRESA DE PESQUISA ENERGéTICA"               
39253; "EMPRESA DE PLANEJAMENTO E LOGÍSTICA S.A - EPL"
80208; "EMPRESA DE PORTOS DO BRASIL S/A-EM EXTINCAO"  
57280; "EMPRESA DE PROC.DE DADOS DA PREVID.SOCIAL"    
29205; "EMPRESA DE TRENS URBANOS DE PORTO ALEGRE S/A" 
52231; "EMPRESA GERENCIAL DE PROJETOS NAVAIS"         
25301; "EMPRESA GESTORA DE ATIVOS"                    
91900; "EMPRESA PRIVADA"                              
91081; "EMPRESAS DE ENERGIA"                          
91082; "EMPRESAS DE TELECOMUNICACOES"                 
80000; "ENTIDADES EM EXTINC.,DISSOL.OU PRIV.L.8029/90"
91000; "ENTIDADES QUE UTILIZAM CONTA UNICA - TCT"     
26289; "ESCOLA AGROT.FED.DE S.RAIMUN.DAS MANGABEIRAS" 
26347; "ESCOLA AGROTECNICA FED. DO SENHOR DO BOMFIM"  
26302; "ESCOLA AGROTECNICA FEDERAL DE ALEGRE"         
26303; "ESCOLA AGROTECNICA FEDERAL DE ALEGRETE"       
26304; "ESCOLA AGROTECNICA FEDERAL DE ARAGUATINS"     
26306; "ESCOLA AGROTECNICA FEDERAL DE BARBACENA"      
26307; "ESCOLA AGROTECNICA FEDERAL DE BARREIROS"      
26308; "ESCOLA AGROTECNICA FEDERAL DE BELO JARDIM"    
26310; "ESCOLA AGROTECNICA FEDERAL DE CACERES"        
26311; "ESCOLA AGROTECNICA FEDERAL DE CASTANHAL"      
26312; "ESCOLA AGROTECNICA FEDERAL DE CATU"           
26341; "ESCOLA AGROTECNICA FEDERAL DE CERES"          
26343; "ESCOLA AGROTECNICA FEDERAL DE CODO"           
26313; "ESCOLA AGROTECNICA FEDERAL DE COLATINA"       
26342; "ESCOLA AGROTECNICA FEDERAL DE COLOR. DO OESTE"
26314; "ESCOLA AGROTECNICA FEDERAL DE CONCORDIA"      
26315; "ESCOLA AGROTECNICA FEDERAL DE CRATO"          
26316; "ESCOLA AGROTECNICA FEDERAL DE CUIABA"         
26344; "ESCOLA AGROTECNICA FEDERAL DE GUANAMBI"       
26317; "ESCOLA AGROTECNICA FEDERAL DE IGUATU"         
26318; "ESCOLA AGROTECNICA FEDERAL DE INCONFIDENTES"  
26320; "ESCOLA AGROTECNICA FEDERAL DE MACHADO"        
26321; "ESCOLA AGROTECNICA FEDERAL DE MANAUS"         
26287; "ESCOLA AGROTECNICA FEDERAL DE MARABA"         
26322; "ESCOLA AGROTECNICA FEDERAL DE MUZAMBINHO"     
26288; "ESCOLA AGROTECNICA FEDERAL DE NOVA ANDRADINA" 
26345; "ESCOLA AGROTECNICA FEDERAL DE RIO DO SUL"     
26339; "ESCOLA AGROTECNICA FEDERAL DE S.G.CACHOEIRA"  
26329; "ESCOLA AGROTECNICA FEDERAL DE S.J.EVANGELISTA"
26326; "ESCOLA AGROTECNICA FEDERAL DE SALINAS"        
26346; "ESCOLA AGROTECNICA FEDERAL DE SANTA INES"     
26327; "ESCOLA AGROTECNICA FEDERAL DE SANTA TERESA"   
26328; "ESCOLA AGROTECNICA FEDERAL DE SAO CRISTOVAO"  
26330; "ESCOLA AGROTECNICA FEDERAL DE SAO LUIS"       
26332; "ESCOLA AGROTECNICA FEDERAL DE SATUBA"         
26333; "ESCOLA AGROTECNICA FEDERAL DE SERTAO"         
26340; "ESCOLA AGROTECNICA FEDERAL DE SOMBRIO"        
26334; "ESCOLA AGROTECNICA FEDERAL DE SOUSA"          
26336; "ESCOLA AGROTECNICA FEDERAL DE UBERLANDIA"     
26338; "ESCOLA AGROTECNICA FEDERAL DE VIT.DE S.ANTAO" 
25802; "ESCOLA DE ADMINISTRACAO FAZENDARIA/MF"        
26223; "ESCOLA TECNICA  FEDERAL DE PALMAS - TO"       
26204; "ESCOLA TECNICA FEDERAL DA BAHIA"              
26224; "ESCOLA TéCNICA FEDERAL DE  RONDôNIA"          
26357; "ESCOLA TECNICA FEDERAL DE CANOAS"             
26353; "ESCOLA TÉCNICA FEDERAL DO ACRE"               
26354; "ESCOLA TECNICA FEDERAL DO AMAPA"              
26355; "ESCOLA TECNICA FEDERAL DO MATO GROSSO DO SUL" 
94920; "ESTADO DA BAHIA"                              
94520; "ESTADO DA PARAIBA"                            
